date,temperature,rainfall,humidity,wind_speed,year,month,season,frost_risk
2021-02-04,0.56,19.4,82.12,8.92,2021,2,Winter,0
2021-02-05,-0.64,0.4,78.21,4.21,2021,2,Winter,1
2021-02-06,-0.01,0.0,66.75,5.35,2021,2,Winter,1
2021-02-07,3.2,0.0,49.54,4.45,2021,2,Winter,0
2021-02-08,5.87,0.0,52.42,4.98,2021,2,Winter,0
2021-02-09,6.91,0.0,61.5,5.62,2021,2,Winter,0
2021-02-10,4.92,0.0,73.92,4.4,2021,2,Winter,0
2021-02-11,5.36,0.0,66.33,4.7,2021,2,Winter,0
2021-02-12,5.18,0.0,66.38,5.32,2021,2,Winter,0
2021-02-13,5.54,0.1,76.29,4.32,2021,2,Winter,0
2021-02-14,5.98,0.0,82.71,4.68,2021,2,Winter,0
2021-02-15,5.39,0.6,72.96,4.38,2021,2,Winter,0
2021-02-16,5.22,0.0,61.5,3.75,2021,2,Winter,0
2021-02-17,5.06,0.8,58.62,4.67,2021,2,Winter,0
2021-02-18,4.91,0.1,69.58,4.16,2021,2,Winter,0
2021-02-19,5.46,0.0,71.0,6.03,2021,2,Winter,0
2021-02-20,6.21,0.0,70.04,5.36,2021,2,Winter,0
2021-02-21,7.3,0.0,69.62,6.13,2021,2,Winter,0
2021-02-22,9.87,0.0,59.88,7.23,2021,2,Winter,0
2021-02-23,8.84,0.3,60.04,6.34,2021,2,Winter,0
2021-02-24,9.0,0.0,45.75,7.45,2021,2,Winter,0
2021-02-25,9.36,0.0,44.04,9.07,2021,2,Winter,0
2021-02-26,9.65,0.6,47.79,7.91,2021,2,Winter,0
2021-02-27,8.3,2.9,66.62,9.02,2021,2,Winter,0
2021-02-28,7.05,0.0,46.08,8.4,2021,2,Winter,0
2021-03-01,5.98,0.0,54.25,6.48,2021,3,Spring,0
2021-03-02,7.21,0.0,51.96,9.2,2021,3,Spring,0
2021-03-03,9.33,0.0,43.83,8.71,2021,3,Spring,0
2021-03-04,8.27,0.0,47.29,7.1,2021,3,Spring,0
2021-03-05,8.28,0.0,43.42,10.68,2021,3,Spring,0
2021-03-06,9.63,0.0,40.21,9.79,2021,3,Spring,0
2021-03-07,8.91,8.5,64.42,10.07,2021,3,Spring,0
2021-03-08,7.91,13.6,75.79,7.19,2021,3,Spring,0
2021-03-09,9.37,0.4,53.79,6.68,2021,3,Spring,0
2021-03-10,8.54,0.6,53.0,5.05,2021,3,Spring,0
2021-03-11,9.44,0.4,47.92,5.06,2021,3,Spring,0
2021-03-12,7.82,3.1,58.79,5.31,2021,3,Spring,0
2021-03-13,9.24,0.0,54.67,6.07,2021,3,Spring,0
2021-03-14,9.51,0.0,57.42,7.4,2021,3,Spring,0
2021-03-15,10.02,0.0,54.71,7.2,2021,3,Spring,0
2021-03-16,10.12,0.0,52.38,7.99,2021,3,Spring,0
2021-03-17,10.69,0.1,45.88,7.95,2021,3,Spring,0
2021-03-18,10.61,0.0,44.5,6.51,2021,3,Spring,0
2021-03-19,11.67,0.0,37.92,6.98,2021,3,Spring,0
2021-03-20,10.87,0.1,49.67,6.93,2021,3,Spring,0
2021-03-21,10.63,1.6,57.5,6.55,2021,3,Spring,0
2021-03-22,9.0,13.6,66.79,9.35,2021,3,Spring,0
2021-03-23,7.66,6.7,66.46,8.55,2021,3,Spring,0
2021-03-24,8.45,0.5,53.88,6.21,2021,3,Spring,0
2021-03-25,8.58,0.0,51.54,8.29,2021,3,Spring,0
2021-03-26,10.23,0.0,48.67,6.8,2021,3,Spring,0
2021-03-27,12.16,0.4,52.96,6.75,2021,3,Spring,0
2021-03-28,13.39,0.9,54.33,6.7,2021,3,Spring,0
2021-03-29,14.01,3.5,48.67,8.41,2021,3,Spring,0
2021-03-30,13.2,3.8,50.0,7.96,2021,3,Spring,0
2021-03-31,11.95,0.0,36.62,11.43,2021,3,Spring,0
2021-04-01,10.83,0.0,36.12,11.04,2021,4,Spring,0
2021-04-02,8.87,0.0,31.54,7.68,2021,4,Spring,0
2021-04-03,8.94,0.0,29.42,8.96,2021,4,Spring,0
2021-04-04,12.41,0.0,31.17,10.26,2021,4,Spring,0
2021-04-05,11.78,2.1,52.58,10.17,2021,4,Spring,0
2021-04-06,11.93,4.5,51.17,11.25,2021,4,Spring,0
2021-04-07,11.69,4.0,53.17,8.08,2021,4,Spring,0
2021-04-08,11.33,0.4,48.83,7.26,2021,4,Spring,0
2021-04-09,11.95,0.2,34.96,7.79,2021,4,Spring,0
2021-04-10,12.61,0.0,26.71,7.0,2021,4,Spring,0
2021-04-11,13.54,0.0,27.21,8.32,2021,4,Spring,0
2021-04-12,12.62,0.7,37.62,8.06,2021,4,Spring,0
2021-04-13,14.12,0.0,32.5,9.86,2021,4,Spring,0
2021-04-14,14.96,0.0,32.92,9.63,2021,4,Spring,0
2021-04-15,14.29,1.1,37.46,6.15,2021,4,Spring,0
2021-04-16,13.87,4.9,48.21,6.5,2021,4,Spring,0
2021-04-17,9.85,19.7,73.83,9.33,2021,4,Spring,0
2021-04-18,10.56,3.0,63.58,7.23,2021,4,Spring,0
2021-04-19,11.86,0.0,45.46,9.56,2021,4,Spring,0
2021-04-20,8.59,14.0,58.92,10.61,2021,4,Spring,0
2021-04-21,8.6,32.2,75.21,12.39,2021,4,Spring,0
2021-04-22,8.14,15.9,79.17,6.9,2021,4,Spring,0
2021-04-23,6.58,32.8,81.33,9.39,2021,4,Spring,0
2021-04-24,9.3,0.0,64.04,7.25,2021,4,Spring,0
2021-04-25,12.04,0.0,43.83,6.57,2021,4,Spring,0
2021-04-26,13.68,0.0,47.12,5.67,2021,4,Spring,0
2021-04-27,15.31,0.0,44.96,7.55,2021,4,Spring,0
2021-04-28,15.7,0.0,41.62,7.3,2021,4,Spring,0
2021-04-29,15.48,0.1,42.04,7.15,2021,4,Spring,0
2021-04-30,15.45,0.3,47.0,6.53,2021,4,Spring,0
2021-05-01,14.6,0.4,56.5,5.89,2021,5,Spring,0
2021-05-02,14.49,1.7,59.04,4.29,2021,5,Spring,0
2021-05-03,13.93,4.3,66.21,5.95,2021,5,Spring,0
2021-05-04,13.89,4.5,70.25,4.3,2021,5,Spring,0
2021-05-05,13.95,3.4,67.42,5.39,2021,5,Spring,0
2021-05-06,13.27,11.6,71.71,5.37,2021,5,Spring,0
2021-05-07,12.42,10.6,77.04,4.59,2021,5,Spring,0
2021-05-08,12.52,2.2,70.62,4.63,2021,5,Spring,0
2021-05-09,12.82,0.3,69.21,6.6,2021,5,Spring,0
2021-05-10,13.32,4.1,72.17,5.02,2021,5,Spring,0
2021-05-11,13.48,3.2,74.08,5.08,2021,5,Spring,0
2021-05-12,12.75,2.0,73.54,5.35,2021,5,Spring,0
2021-05-13,10.82,10.6,78.58,4.51,2021,5,Spring,0
2021-05-14,12.46,0.1,62.71,6.33,2021,5,Spring,0
2021-05-15,13.75,1.0,60.83,5.06,2021,5,Spring,0
2021-05-16,15.1,0.1,53.12,5.79,2021,5,Spring,0
2021-05-17,16.53,0.9,45.96,5.2,2021,5,Spring,0
2021-05-18,15.55,0.1,60.75,5.01,2021,5,Spring,0
2021-05-19,13.19,3.6,83.96,4.09,2021,5,Spring,0
2021-05-20,13.5,6.7,77.12,5.25,2021,5,Spring,0
2021-05-21,14.2,0.8,71.96,5.38,2021,5,Spring,0
2021-05-22,14.77,0.3,60.29,5.43,2021,5,Spring,0
2021-05-23,14.66,0.2,61.08,5.0,2021,5,Spring,0
2021-05-24,15.4,0.1,54.88,8.45,2021,5,Spring,0
2021-05-25,16.33,0.0,39.54,8.62,2021,5,Spring,0
2021-05-26,17.23,0.0,40.54,8.35,2021,5,Spring,0
2021-05-27,18.49,0.0,40.0,9.22,2021,5,Spring,0
2021-05-28,19.67,0.0,45.12,7.77,2021,5,Spring,0
2021-05-29,17.24,2.9,73.83,6.65,2021,5,Spring,0
2021-05-30,16.83,4.0,74.67,5.84,2021,5,Spring,0
2021-05-31,16.5,1.8,69.5,7.86,2021,5,Spring,0
2021-06-01,15.33,7.0,72.17,5.82,2021,6,Monsoon,0
2021-06-02,14.5,12.1,73.83,4.19,2021,6,Monsoon,0
2021-06-03,15.08,3.2,72.67,4.25,2021,6,Monsoon,0
2021-06-04,15.34,0.0,69.38,4.7,2021,6,Monsoon,0
2021-06-05,16.07,3.2,67.46,5.1,2021,6,Monsoon,0
2021-06-06,17.02,1.3,65.62,5.08,2021,6,Monsoon,0
2021-06-07,17.03,1.4,73.62,7.45,2021,6,Monsoon,0
2021-06-08,20.28,0.0,66.71,9.72,2021,6,Monsoon,0
2021-06-09,20.92,2.7,69.12,7.43,2021,6,Monsoon,0
2021-06-10,17.89,16.0,84.46,6.8,2021,6,Monsoon,0
2021-06-11,17.0,14.0,87.67,6.32,2021,6,Monsoon,0
2021-06-12,16.63,6.4,86.75,5.83,2021,6,Monsoon,0
2021-06-13,16.55,5.6,80.54,5.82,2021,6,Monsoon,0
2021-06-14,16.7,0.3,73.42,6.26,2021,6,Monsoon,0
2021-06-15,16.72,0.0,69.42,7.08,2021,6,Monsoon,0
2021-06-16,14.85,9.2,86.79,3.75,2021,6,Monsoon,0
2021-06-17,15.73,7.2,83.04,4.54,2021,6,Monsoon,0
2021-06-18,15.44,13.0,89.04,3.67,2021,6,Monsoon,0
2021-06-19,15.94,3.8,82.88,5.11,2021,6,Monsoon,0
2021-06-20,15.66,3.0,84.38,3.98,2021,6,Monsoon,0
2021-06-21,16.65,0.0,80.12,6.62,2021,6,Monsoon,0
2021-06-22,17.44,0.1,70.38,7.35,2021,6,Monsoon,0
2021-06-23,17.86,0.0,61.04,6.56,2021,6,Monsoon,0
2021-06-24,16.9,0.5,71.83,6.7,2021,6,Monsoon,0
2021-06-25,16.6,1.1,71.42,6.53,2021,6,Monsoon,0
2021-06-26,16.38,2.0,78.0,6.08,2021,6,Monsoon,0
2021-06-27,17.55,0.2,71.88,6.12,2021,6,Monsoon,0
2021-06-28,18.38,0.1,73.08,7.86,2021,6,Monsoon,0
2021-06-29,20.15,0.0,58.58,10.38,2021,6,Monsoon,0
2021-06-30,20.95,0.0,55.0,11.86,2021,6,Monsoon,0
2021-07-01,20.23,2.7,69.04,6.12,2021,7,Monsoon,0
2021-07-02,18.49,1.9,73.75,5.4,2021,7,Monsoon,0
2021-07-03,17.62,1.3,74.46,5.52,2021,7,Monsoon,0
2021-07-04,18.02,1.0,74.46,6.83,2021,7,Monsoon,0
2021-07-05,17.63,4.0,83.79,5.35,2021,7,Monsoon,0
2021-07-06,18.35,0.6,79.33,7.55,2021,7,Monsoon,0
2021-07-07,18.76,0.2,75.38,7.12,2021,7,Monsoon,0
2021-07-08,18.51,0.4,76.67,5.8,2021,7,Monsoon,0
2021-07-09,17.77,7.3,85.0,4.99,2021,7,Monsoon,0
2021-07-10,17.81,5.0,90.67,4.62,2021,7,Monsoon,0
2021-07-11,17.91,10.3,92.67,4.98,2021,7,Monsoon,0
2021-07-12,17.46,4.7,86.04,6.05,2021,7,Monsoon,0
2021-07-13,17.0,11.0,89.62,4.04,2021,7,Monsoon,0
2021-07-14,17.21,5.5,87.42,4.28,2021,7,Monsoon,0
2021-07-15,17.3,2.4,86.62,4.01,2021,7,Monsoon,0
2021-07-16,17.78,5.2,87.25,4.83,2021,7,Monsoon,0
2021-07-17,18.34,1.0,86.75,6.44,2021,7,Monsoon,0
2021-07-18,18.32,19.0,91.79,5.56,2021,7,Monsoon,0
2021-07-19,16.74,59.3,94.79,3.68,2021,7,Monsoon,0
2021-07-20,16.99,12.1,91.29,4.33,2021,7,Monsoon,0
2021-07-21,17.33,15.6,93.38,3.31,2021,7,Monsoon,0
2021-07-22,16.46,23.8,92.54,2.92,2021,7,Monsoon,0
2021-07-23,17.15,5.3,90.38,2.66,2021,7,Monsoon,0
2021-07-24,17.72,2.4,88.0,3.35,2021,7,Monsoon,0
2021-07-25,17.8,4.1,89.75,4.29,2021,7,Monsoon,0
2021-07-26,17.88,11.1,96.12,3.68,2021,7,Monsoon,0
2021-07-27,17.86,11.8,96.42,4.86,2021,7,Monsoon,0
2021-07-28,16.5,154.6,96.71,3.45,2021,7,Monsoon,0
2021-07-29,16.89,6.9,91.71,3.03,2021,7,Monsoon,0
2021-07-30,16.88,13.9,92.04,2.78,2021,7,Monsoon,0
2021-07-31,17.51,3.9,88.88,3.7,2021,7,Monsoon,0
2021-08-01,17.22,2.0,87.75,4.79,2021,8,Monsoon,0
2021-08-02,17.12,8.0,91.25,3.08,2021,8,Monsoon,0
2021-08-03,17.93,5.3,87.71,5.08,2021,8,Monsoon,0
2021-08-04,17.35,9.1,95.12,4.21,2021,8,Monsoon,0
2021-08-05,16.95,5.1,95.58,4.05,2021,8,Monsoon,0
2021-08-06,16.84,4.5,93.21,4.38,2021,8,Monsoon,0
2021-08-07,17.09,10.0,90.5,3.6,2021,8,Monsoon,0
2021-08-08,17.09,16.5,91.88,3.74,2021,8,Monsoon,0
2021-08-09,16.72,2.4,90.92,4.99,2021,8,Monsoon,0
2021-08-10,16.75,1.1,85.17,6.98,2021,8,Monsoon,0
2021-08-11,16.91,0.3,83.0,6.16,2021,8,Monsoon,0
2021-08-12,16.92,3.2,90.29,5.0,2021,8,Monsoon,0
2021-08-13,17.07,6.6,92.12,6.61,2021,8,Monsoon,0
2021-08-14,17.31,2.3,87.75,6.65,2021,8,Monsoon,0
2021-08-15,16.36,1.3,84.33,5.91,2021,8,Monsoon,0
2021-08-16,16.14,0.0,82.54,5.91,2021,8,Monsoon,0
2021-08-17,16.82,0.0,79.08,5.97,2021,8,Monsoon,0
2021-08-18,17.1,0.0,80.54,5.85,2021,8,Monsoon,0
2021-08-19,17.1,2.5,86.54,5.4,2021,8,Monsoon,0
2021-08-20,16.17,32.9,93.75,2.63,2021,8,Monsoon,0
2021-08-21,16.22,29.3,93.54,2.7,2021,8,Monsoon,0
2021-08-22,16.65,9.2,92.92,3.47,2021,8,Monsoon,0
2021-08-23,16.82,5.0,91.62,4.18,2021,8,Monsoon,0
2021-08-24,17.29,2.2,88.46,6.05,2021,8,Monsoon,0
2021-08-25,17.41,3.2,91.75,6.88,2021,8,Monsoon,0
2021-08-26,16.95,10.7,92.75,7.15,2021,8,Monsoon,0
2021-08-27,16.92,5.4,92.88,5.19,2021,8,Monsoon,0
2021-08-28,16.14,15.5,96.67,6.27,2021,8,Monsoon,0
2021-08-29,16.03,1.1,87.04,5.75,2021,8,Monsoon,0
2021-08-30,15.9,0.6,86.29,4.98,2021,8,Monsoon,0
2021-08-31,15.76,5.6,92.96,4.08,2021,8,Monsoon,0
2021-09-01,15.08,3.6,93.75,4.0,2021,9,Monsoon,0
2021-09-02,16.05,1.0,87.08,3.01,2021,9,Monsoon,0
2021-09-03,16.32,4.1,88.83,3.4,2021,9,Monsoon,0
2021-09-04,16.28,7.4,91.75,3.92,2021,9,Monsoon,0
2021-09-05,16.08,4.6,90.29,4.14,2021,9,Monsoon,0
2021-09-06,16.6,2.9,91.75,4.03,2021,9,Monsoon,0
2021-09-07,16.31,16.7,95.79,3.67,2021,9,Monsoon,0
2021-09-08,16.1,12.5,90.12,3.78,2021,9,Monsoon,0
2021-09-09,15.8,20.5,93.46,3.5,2021,9,Monsoon,0
2021-09-10,15.64,8.9,93.04,3.68,2021,9,Monsoon,0
2021-09-11,15.85,8.7,89.75,3.12,2021,9,Monsoon,0
2021-09-12,15.5,7.1,90.38,3.36,2021,9,Monsoon,0
2021-09-13,15.87,7.6,86.83,4.12,2021,9,Monsoon,0
2021-09-14,16.02,4.3,85.17,4.2,2021,9,Monsoon,0
2021-09-15,16.18,0.5,80.83,9.12,2021,9,Monsoon,0
2021-09-16,16.18,0.9,87.58,3.32,2021,9,Monsoon,0
2021-09-17,16.05,1.1,84.54,4.59,2021,9,Monsoon,0
2021-09-18,16.49,0.4,80.5,6.01,2021,9,Monsoon,0
2021-09-19,16.47,0.0,87.29,5.32,2021,9,Monsoon,0
2021-09-20,16.19,2.3,89.92,4.48,2021,9,Monsoon,0
2021-09-21,15.91,5.1,95.5,3.82,2021,9,Monsoon,0
2021-09-22,15.31,9.3,94.0,3.54,2021,9,Monsoon,0
2021-09-23,14.13,33.1,92.75,3.57,2021,9,Monsoon,0
2021-09-24,15.14,0.7,85.62,3.86,2021,9,Monsoon,0
2021-09-25,15.33,0.9,83.83,5.15,2021,9,Monsoon,0
2021-09-26,15.11,1.1,89.25,4.26,2021,9,Monsoon,0
2021-09-27,15.73,3.7,84.17,4.3,2021,9,Monsoon,0
2021-09-28,15.44,2.5,87.33,3.83,2021,9,Monsoon,0
2021-09-29,14.91,2.5,87.62,5.64,2021,9,Monsoon,0
2021-09-30,14.61,3.3,91.67,4.23,2021,9,Monsoon,0
2021-10-01,15.25,1.1,88.17,4.97,2021,10,Autumn,0
2021-10-02,14.79,0.5,86.21,5.79,2021,10,Autumn,0
2021-10-03,14.54,0.2,85.75,6.14,2021,10,Autumn,0
2021-10-04,14.31,0.0,83.71,4.31,2021,10,Autumn,0
2021-10-05,14.1,0.9,86.08,3.98,2021,10,Autumn,0
2021-10-06,13.49,0.0,80.96,5.6,2021,10,Autumn,0
2021-10-07,13.72,0.0,81.21,5.64,2021,10,Autumn,0
2021-10-08,13.49,0.0,84.12,5.51,2021,10,Autumn,0
2021-10-09,13.67,0.0,75.46,6.08,2021,10,Autumn,0
2021-10-10,13.86,0.0,66.08,4.97,2021,10,Autumn,0
2021-10-11,13.6,0.0,63.0,5.12,2021,10,Autumn,0
2021-10-12,13.54,0.0,57.21,4.35,2021,10,Autumn,0
2021-10-13,13.17,0.6,67.54,4.72,2021,10,Autumn,0
2021-10-14,14.32,0.0,62.42,5.06,2021,10,Autumn,0
2021-10-15,14.85,0.0,62.96,4.85,2021,10,Autumn,0
2021-10-16,14.91,0.0,60.96,5.72,2021,10,Autumn,0
2021-10-17,12.7,25.4,75.04,6.07,2021,10,Autumn,0
2021-10-18,10.77,48.1,83.25,5.29,2021,10,Autumn,0
2021-10-19,11.08,0.0,73.92,5.96,2021,10,Autumn,0
2021-10-20,11.84,0.0,76.33,6.27,2021,10,Autumn,0
2021-10-21,12.28,0.0,72.08,7.31,2021,10,Autumn,0
2021-10-22,12.13,0.0,67.21,5.9,2021,10,Autumn,0
2021-10-23,10.19,0.0,75.0,6.8,2021,10,Autumn,0
2021-10-24,9.14,10.0,78.62,5.9,2021,10,Autumn,0
2021-10-25,8.81,3.2,72.58,3.9,2021,10,Autumn,0
2021-10-26,8.13,1.6,73.92,3.78,2021,10,Autumn,0
2021-10-27,8.34,1.0,68.88,3.75,2021,10,Autumn,0
2021-10-28,8.62,0.0,67.08,4.9,2021,10,Autumn,0
2021-10-29,8.92,0.4,71.58,5.0,2021,10,Autumn,0
2021-10-30,9.06,0.0,64.21,6.75,2021,10,Autumn,0
2021-10-31,8.62,0.0,56.17,5.47,2021,10,Autumn,0
2021-11-01,7.24,0.0,56.75,4.72,2021,11,Autumn,0
2021-11-02,6.89,0.0,63.21,4.34,2021,11,Autumn,0
2021-11-03,7.05,0.3,59.04,4.32,2021,11,Autumn,0
2021-11-04,7.13,0.0,58.67,4.77,2021,11,Autumn,0
2021-11-05,7.19,0.0,66.04,5.17,2021,11,Autumn,0
2021-11-06,7.82,0.0,59.58,7.12,2021,11,Autumn,0
2021-11-07,7.71,0.0,60.12,6.11,2021,11,Autumn,0
2021-11-08,7.65,0.0,63.17,6.38,2021,11,Autumn,0
2021-11-09,7.85,0.0,59.38,5.15,2021,11,Autumn,0
2021-11-10,7.78,0.0,60.96,4.65,2021,11,Autumn,0
2021-11-11,7.38,0.0,59.5,4.63,2021,11,Autumn,0
2021-11-12,7.2,0.0,62.62,4.73,2021,11,Autumn,0
2021-11-13,7.22,0.0,66.33,4.45,2021,11,Autumn,0
2021-11-14,6.75,0.0,67.46,4.59,2021,11,Autumn,0
2021-11-15,5.18,0.0,77.67,5.0,2021,11,Autumn,0
2021-11-16,5.75,0.0,69.75,4.51,2021,11,Autumn,0
2021-11-17,6.24,0.0,67.71,4.52,2021,11,Autumn,0
2021-11-18,6.98,0.0,75.0,3.6,2021,11,Autumn,0
2021-11-19,7.18,0.0,78.75,3.65,2021,11,Autumn,0
2021-11-20,7.2,0.0,62.0,3.75,2021,11,Autumn,0
2021-11-21,7.4,0.0,65.92,4.56,2021,11,Autumn,0
2021-11-22,6.48,0.0,59.92,6.25,2021,11,Autumn,0
2021-11-23,6.66,0.0,59.42,5.38,2021,11,Autumn,0
2021-11-24,5.77,0.0,60.21,4.43,2021,11,Autumn,0
2021-11-25,5.51,0.0,65.75,4.36,2021,11,Autumn,0
2021-11-26,5.66,0.0,64.54,4.32,2021,11,Autumn,0
2021-11-27,5.24,0.0,70.79,3.8,2021,11,Autumn,0
2021-11-28,4.85,0.0,76.54,3.58,2021,11,Autumn,0
2021-11-29,5.41,0.0,66.71,4.91,2021,11,Autumn,0
2021-11-30,5.94,0.0,57.42,4.18,2021,11,Autumn,0
2021-12-01,5.67,0.0,70.5,2.84,2021,12,Winter,0
2021-12-02,7.81,0.0,69.04,3.01,2021,12,Winter,0
2021-12-03,7.18,8.2,74.75,4.84,2021,12,Winter,0
2021-12-04,6.8,0.0,80.0,3.9,2021,12,Winter,0
2021-12-05,5.3,6.5,84.92,6.1,2021,12,Winter,0
2021-12-06,3.35,3.5,83.96,4.28,2021,12,Winter,0
2021-12-07,3.15,0.0,73.83,4.22,2021,12,Winter,0
2021-12-08,4.65,0.0,68.08,3.78,2021,12,Winter,0
2021-12-09,3.92,0.5,77.58,4.11,2021,12,Winter,0
2021-12-10,3.55,0.0,71.46,4.46,2021,12,Winter,0
2021-12-11,2.92,0.0,49.79,4.08,2021,12,Winter,0
2021-12-12,3.98,0.0,67.29,3.32,2021,12,Winter,0
2021-12-13,2.8,0.0,80.21,3.53,2021,12,Winter,0
2021-12-14,1.52,0.0,83.04,4.33,2021,12,Winter,0
2021-12-15,1.1,0.0,69.5,4.39,2021,12,Winter,0
2021-12-16,0.2,2.4,69.96,6.11,2021,12,Winter,0
2021-12-17,-0.99,2.0,76.04,5.72,2021,12,Winter,1
2021-12-18,-1.37,0.0,70.04,5.89,2021,12,Winter,1
2021-12-19,0.73,0.0,49.83,4.57,2021,12,Winter,0
2021-12-20,1.88,0.0,50.21,4.5,2021,12,Winter,0
2021-12-21,2.22,0.0,61.5,3.87,2021,12,Winter,0
2021-12-22,2.41,0.0,65.71,3.9,2021,12,Winter,0
2021-12-23,3.92,0.0,68.83,3.76,2021,12,Winter,0
2021-12-24,2.55,2.2,72.79,4.08,2021,12,Winter,0
2021-12-25,1.43,0.0,73.88,4.11,2021,12,Winter,0
2021-12-26,0.68,0.8,66.38,4.59,2021,12,Winter,0
2021-12-27,0.5,0.3,71.54,4.15,2021,12,Winter,0
2021-12-28,0.38,1.0,70.33,4.12,2021,12,Winter,0
2021-12-29,-0.4,0.3,75.21,5.11,2021,12,Winter,1
2021-12-30,0.16,0.0,77.0,3.81,2021,12,Winter,0
2021-12-31,1.18,0.0,64.12,3.9,2021,12,Winter,0
2022-01-01,2.35,0.0,65.79,3.6,2022,1,Winter,0
2022-01-02,3.27,0.0,65.67,3.3,2022,1,Winter,0
2022-01-03,3.83,0.0,57.5,4.32,2022,1,Winter,0
2022-01-04,3.74,5.4,71.12,5.57,2022,1,Winter,0
2022-01-05,2.9,16.0,86.04,6.82,2022,1,Winter,0
2022-01-06,2.15,11.5,84.33,6.25,2022,1,Winter,0
2022-01-07,2.78,2.1,78.42,10.42,2022,1,Winter,0
2022-01-08,2.95,20.9,80.92,11.29,2022,1,Winter,0
2022-01-09,0.18,44.4,91.5,4.78,2022,1,Winter,0
2022-01-10,-1.31,16.0,80.71,5.32,2022,1,Winter,1
2022-01-11,-2.51,2.0,78.0,3.7,2022,1,Winter,1
2022-01-12,-1.03,0.7,82.54,5.64,2022,1,Winter,1
2022-01-13,-1.3,0.0,68.08,4.82,2022,1,Winter,1
2022-01-14,-0.34,0.0,61.88,4.22,2022,1,Winter,1
2022-01-15,0.77,0.0,49.46,4.18,2022,1,Winter,0
2022-01-16,3.07,0.0,43.46,4.21,2022,1,Winter,0
2022-01-17,3.83,0.1,51.75,3.5,2022,1,Winter,0
2022-01-18,3.72,0.0,60.5,4.33,2022,1,Winter,0
2022-01-19,3.4,1.5,69.62,3.42,2022,1,Winter,0
2022-01-20,2.1,6.7,89.54,4.89,2022,1,Winter,0
2022-01-21,0.3,1.0,85.0,6.12,2022,1,Winter,0
2022-01-22,0.4,11.9,82.08,8.99,2022,1,Winter,0
2022-01-23,-1.15,35.9,96.08,7.5,2022,1,Winter,1
2022-01-24,-1.83,9.1,89.38,3.12,2022,1,Winter,1
2022-01-25,-3.36,0.3,88.08,3.4,2022,1,Winter,1
2022-01-26,-2.2,0.2,89.46,3.25,2022,1,Winter,1
2022-01-27,-2.88,0.0,86.5,6.01,2022,1,Winter,1
2022-01-28,-1.07,0.0,78.08,6.22,2022,1,Winter,1
2022-01-29,2.71,0.0,60.21,5.23,2022,1,Winter,0
2022-01-30,3.09,0.0,52.08,7.82,2022,1,Winter,0
2022-01-31,2.29,0.3,61.92,4.62,2022,1,Winter,0
2022-02-01,0.51,0.0,68.83,7.35,2022,2,Winter,0
2022-02-02,2.48,2.3,63.17,4.51,2022,2,Winter,0
2022-02-03,-0.06,17.9,90.0,5.38,2022,2,Winter,1
2022-02-04,-2.41,13.7,95.67,2.87,2022,2,Winter,1
2022-02-05,-3.66,0.0,86.67,3.37,2022,2,Winter,1
2022-02-06,-0.23,0.0,74.5,3.97,2022,2,Winter,1
2022-02-07,2.29,2.2,62.88,4.85,2022,2,Winter,0
2022-02-08,2.16,0.0,64.67,4.8,2022,2,Winter,0
2022-02-09,1.42,0.8,72.25,4.8,2022,2,Winter,0
2022-02-10,1.32,0.0,67.42,7.91,2022,2,Winter,0
2022-02-11,1.46,0.0,69.46,7.22,2022,2,Winter,0
2022-02-12,3.7,0.0,54.21,5.82,2022,2,Winter,0
2022-02-13,3.09,0.0,61.04,4.95,2022,2,Winter,0
2022-02-14,3.22,0.0,72.83,5.14,2022,2,Winter,0
2022-02-15,2.82,0.1,74.29,5.49,2022,2,Winter,0
2022-02-16,3.07,0.4,63.17,6.4,2022,2,Winter,0
2022-02-17,3.01,0.0,54.96,6.52,2022,2,Winter,0
2022-02-18,3.14,0.0,50.42,7.32,2022,2,Winter,0
2022-02-19,3.14,0.0,63.79,7.4,2022,2,Winter,0
2022-02-20,2.78,0.0,67.67,10.95,2022,2,Winter,0
2022-02-21,2.73,0.0,64.88,5.06,2022,2,Winter,0
2022-02-22,7.58,4.2,45.33,8.11,2022,2,Winter,0
2022-02-23,5.26,18.3,72.0,11.15,2022,2,Winter,0
2022-02-24,2.94,15.6,83.54,6.27,2022,2,Winter,0
2022-02-25,3.29,0.2,69.5,6.27,2022,2,Winter,0
2022-02-26,2.65,9.7,74.83,9.1,2022,2,Winter,0
2022-02-27,2.74,2.3,76.12,4.65,2022,2,Winter,0
2022-02-28,4.27,0.2,62.04,5.24,2022,2,Winter,0
2022-03-01,4.83,1.1,65.42,4.58,2022,3,Spring,0
2022-03-02,5.55,0.1,66.33,4.48,2022,3,Spring,0
2022-03-03,4.84,5.4,70.58,6.59,2022,3,Spring,0
2022-03-04,5.64,0.2,68.92,5.11,2022,3,Spring,0
2022-03-05,6.3,0.0,64.08,6.18,2022,3,Spring,0
2022-03-06,8.27,0.0,61.42,4.22,2022,3,Spring,0
2022-03-07,8.58,0.0,62.42,4.08,2022,3,Spring,0
2022-03-08,8.58,0.0,56.96,5.0,2022,3,Spring,0
2022-03-09,8.45,0.0,50.79,6.22,2022,3,Spring,0
2022-03-10,8.72,0.0,60.08,5.59,2022,3,Spring,0
2022-03-11,9.25,0.0,61.21,6.35,2022,3,Spring,0
